Q33,Q33A1,Q33A2,Q33A3,Q32,Q50,Q58A1,Q58A2,D_SIZE,D_IND,D_INDSIZE,WT,year
1,0,1,0,2,2,4,4,5,11,115,3.082533629,2019
1,1,0,1,2,2,5,3,3,1,13,5.526006545,2019
1,1,0,0,2,2,4,3,5,13,135,5.352747414,2019
1,0,1,0,2,2,3,4,3,1,13,5.608323795,2019
2, , , ,2,2,5,5,3,6,63,80.83976615,2019
2, , , ,2,2,4,3,1,13,131,1385.128449,2019
2, , , ,2,2,3,3,2,6,62,492.4840234,2019
2, , , ,2,2,4,3,3,13,133,168.5396023,2019
2, , , ,2,3,3,3,2,6,62,485.2554946,2019
2, , , ,2,2,4,4,3,11,113,50.55078946,2019
2, , , ,2,2,3,3,4,5,54,9.20738084,2019
2, , , ,2,2,4,4,3,9,93,55.77693324,2019
2, , , ,2,2,5,3,3,1,13,5.608323795,2019
1,1,0,0,2,2,4,4,4,12,124,3.579107977,2019
2, , , ,2,2,3,3,5,11,115,1.354043653,2019
1,0,1,1,2,2,4,4,1,3,31,476.0592836,2019
1,1,0,0,2,3,5,3,3,11,113,49.80882053,2019
2, , , ,2,2,3,3,3,1,13,8.785752908,2019
2, , , ,2,2,4,3,3,2,23,48.96108115,2019
2, , , ,2,3,5,5,1,1,11,20.10884601,2019
2, , , ,2,3,3,3,4,1,14,2.216565668,2019
1,0,1,0,2,1,5,4,3,13,133,168.2855497,2019
2, , , ,2,2,5,3,4,10,104,9.406294304,2019
2, , , ,2,2,5,3,4,1,14,1.394161265,2019
2, , , ,2,2,3,3,1,11,111,221.3529193,2019
2, , , ,2,2,1,1,1,6,61,2212.362532,2019
1,1,0,0,2,3,3,3,3,2,23,77.84282513,2019
2, , , ,2,2,4,1,1,10,101,383.801503,2019
2, , , ,2,2,3,3,1,6,61,2175.127,2019
2, , , ,2,3,3,3,1,4,41,3854.803181,2019
1,0,0,1,2,3,4,4,2,5,52,56.43358007,2019
2, , , ,2,1,5,5,1,10,101,389.5187392,2019
1,1,0,0,2,3,5,3,2,3,32,173.6098184,2019
2, , , ,2,2,3,3,4,1,14,2.216565668,2019
2, , , , ,3,3,3,1,4,41,3854.803181,2019
2, , , ,2,2,3,3,5,3,35,3.360496596,2019
2, , , ,2,1,1,1,4,5,54,14.63873999,2019
2, , , ,2,3,3,3,4,5,54,14.63873999,2019
1,1,0,1,2,1,4,2,5,13,135,8.497461417,2019
2, , , ,2,3,5,5,3,3,33,164.4916288,2019
2, , , ,2,3,4,3,3,11,113,46.78316975,2019
2, , , ,2,2,3,3,2,10,102,119.2187443,2019
2, , , ,2,2,5,5,1,11,111,221.3529193,2019
2, , , ,2,2,5,5,2,1,12,10.52721034,2019
1,1,0,0,2,2,5,5,4,6,64,4.372358325,2019
2, , , ,2,2,3,3,4,4,44,13.10503172,2019
2, , , ,2,2,4,4,4,4,44,13.10503172,2019
2, , , ,2,2,3,3,4,12,124,5.606872833,2019
2, , , ,2,3,3,3,1,6,61,2212.362532,2019
2, , , ,2,2,3,3,4,11,114,13.34723845,2019
2, , , ,2,2,2,3,2,2,22,111.5062705,2019
2, , , ,2,3,4,3,1,2,21,202.612735,2019
2, , , ,2,3,5,5,2,13,132,360.1905863,2019
2, , , ,2,2,4,3,1,13,131,1307.696307,2019
1,1,0,1,2,2,3,4,4,5,54,14.42693906,2019
2, , , ,2,2,4,4,2,3,32,189.9248078,2019
1,0,0,1,2,3,4,3,1,10,101,378.2484627,2019
2, , , ,2,2,5,5,4,11,114,13.15412364,2019
2, , , ,2,2,5,5,1,10,101,378.2484627,2019
1,0,0,1,2,3,3,3,4,10,104,14.50039489,2019
1,0,0,1,2,2,3,3,4,9,94,3.786471566,2019
2, , , ,2,3,5,5,2,13,132,394.4399907,2019
2, , , ,2,3,5,3,1,10,101,378.2484627,2019
2, , , ,2,3,3,3,2,9,92,107.8132557,2019
2, , , ,2,3,4,3,4,11,114,13.15412364,2019
1,0,0,1,2,3,4,4,2,10,102,117.4938253,2019
2, , , ,2,2,3,1,4,3,34,17.50714507,2019
2, , , ,2,3,5,2,3,7,73,47.79998351,2019
2, , , ,2,3,4,3,3,12,123,87.45915245,2019
2, , , ,2,2,2,3,3,5,53,49.21624453,2019
2, , , ,2,3,5,5,1,3,31,469.1714095,2019
2, , , ,2,2,5,5,1,2,21,202.612735,2019
1,0,0,1,2,3,5,3,2,5,52,61.73692792,2019
2, , , ,2,2,5,3,2,9,92,107.8132557,2019
2, , , ,2,2,3,3,1,9,91,809.9354492,2019
1,1,0,1,2,2,4,3,5,5,55,2.10985814,2019
1,0,0,1,2,2,4,4,1,2,21,182.5281394,2019
2, , , ,2,2,5,5,4,11,114,8.273596363,2019
1,0,0,1,2,2,3,3,5,4,45,5.700002703,2019
1,0,1,0,3,2,4,4,4,2,24,25.43453735,2019
2, , , ,2,2,4,4,3,13,133,280.3936514,2019
2, , , ,4,3,4,3,3,10,103,46.46815968,2019
2, , , ,2,2,3,4,2,7,72,52.8389525,2019
2, , , ,2,3,4,4,1,11,111,218.1039693,2019
2, , , ,2,2,5,5,4,13,134,48.34378649,2019
1,1,0,0,2,1,5,5,5,8,85,2.101415562,2019
1,1,0,1,2,2,4,3,5,13,135,1.202008987,2019
1,0,1,0,2,2,5,5,2,4,42,461.4971149,2019
2, , , ,2,2,3,3,1,10,101,378.2484627,2019
2, , , ,2,2,5,5,2,7,72,52.8389525,2019
1,0,0,1,2,1,3,3,4,8,84,12.25910528,2019
2, , , ,2,2,5,2,2,7,72,52.8389525,2019
2, , , ,2,2,4,1,2,3,32,171.097941,2019
2, , , ,2,3,5,5,2,9,92,101.2641092,2019
2, , , ,2,3,3,3,1,6,61,2180.352917,2019
2, , , ,2,3,4,3,1,2,21,202.612735,2019
2, , , ,2,2,3,3,2,1,12,6.350755784,2019
1,0,1,1,2,2,5,4,3,2,23,76.71655453,2019
2, , , ,2,2,5,5,1,2,21,202.612735,2019
2, , , ,2,3,4,4,2,13,132,223.4994391,2019
2, , , ,2,3,4,2,2,5,52,61.73692792,2019
1,0,1,1,4,3,4,4,4,10,104,14.50039489,2019
2, , , ,2,3,5,2,2,7,72,52.8389525,2019
1,0,1,1,2,2,5,4,2,5,52,61.73692792,2019
1,1,0,0,2,2,5,5,4,4,44,8.365505153,2019
2, , , ,2,2,4,3,3,11,113,49.08816053,2019
2, , , ,2,2,5,4,2,1,12,6.350755784,2019
2, , , ,2,2,5,3,2,7,72,34.27622086,2019
2, , , ,2,3,4,4,3,6,63,78.50076054,2019
2, , , ,2,2,2,3,2,3,32,171.097941,2019
2, , , ,2,2,4,3,3,6,63,89.73501935,2019
2, , , ,2,2,1,4,1,10,101,378.2484627,2019
2, , , , ,3,1,1,1,2,21,202.612735,2019
2, , , ,2,3,5,3,3,11,113,44.22214924,2019
2, , , ,2,2,4,3,2,2,22,100.4528767,2019
2, , , ,2,2,3,3,4,5,54,14.85680358,2019
2, , , ,2,3,2,2,4,3,34,18.02878728,2019
2, , , ,2,2,5,2,1,11,111,230.7839234,2019
2, , , ,2,1,4,3,3,8,83,125.9584973,2019
2, , , ,2,3,3,3,1,11,111,245.7096234,2019
2, , , ,2,2,4,3,2,9,92,101.2641092,2019
2, , , ,2,3,4,3,3,4,43,92.89148324,2019
2, , , ,2,2,1,1,2,7,72,52.8389525,2019
2, , , ,2,3,2,2,1,2,21,208.6497762,2019
1,1,0,0,2,2,5,5,4,10,104,14.50039489,2019
2, , , ,2,2,2,2,3,1,13,8.916628435,2019
2, , , ,2,2,3,3,1,4,41,3799.029877,2019
2, , , ,2,3,3,3,5,11,115,4.829986465,2019
2, , , ,2,3,4,3,1,4,41,3799.029877,2019
2, , , ,2,2,5,4,3,7,73,53.05968399,2019
2, , , ,2,3,5,5,1,10,101,340.7534482,2019
2, , , ,2,2,5,5,4,11,114,13.34723845,2019
2, , , ,2,2,1,1,2,12,122,73.94086599,2019
2, , , ,2,2,3,1,2,2,22,111.5062705,2019
2, , , ,2,2,3,1,2,9,92,97.12594302,2019
2, , , ,2,2,3,3,1,3,31,428.8684779,2019
2, , , ,2,3,3,3,3,6,63,78.50076054,2019
2, , , ,2,3,3,3,1,12,121,2451.629039,2019
2, , , ,2,2,2,2,4,3,34,17.50714507,2019
2, , , ,2,2,5,5,2,3,32,173.6098184,2019
2, , , ,2,3,3,1,2,2,22,111.5062705,2019
1,0,0,1,2,2,3,2,1,6,61,2180.352917,2019
2, , , ,2,2,4,4,2,3,32,192.7130812,2019
2, , , , ,3,2,1,1,1,11,20.10884601,2019
1,0,1,1,2,2,5,2,4,7,74,13.71127054,2019
2, , , , ,2,2,3,1,4,41,3422.439635,2019
2, , , ,2,3,3,2,3,9,93,57.66603109,2019
2, , , ,2,3,3,2,2,9,92,107.8132557,2019
1,0,0,1,2,2,3,3,2,12,122,130.4935467,2019
2, , , ,2,3,5,2,2,3,32,189.9248078,2019
1,0,1,0,2,3,4,4,2,9,92,107.8132557,2019
2, , , ,2,2,2,3,1,2,21,202.612735,2019
1,0,0,1,2,3,3,3,2,9,92,101.2641092,2019
2, , , ,2,3,3,2,1,11,111,238.6002982,2019
2, , , ,2,3,3,3,1,3,31,469.1714095,2019
1,0,1,0,2,2,3,4,1,7,71,198.2838182,2019
2, , , ,2,2,3,2,2,13,132,394.4399907,2019
2, , , ,2,3,5,5,2,5,52,55.61706959,2019
2, , , ,2,2,4,3,3,3,33,159.7322528,2019
2, , , , ,3,1,1,2,12,122,122.5666796,2019
2, , , ,2,2,5,5,4,11,114,13.34723845,2019
1,0,0,1,2,2,3,3,5,3,35,3.311875178,2019
2, , , ,2,3,5,3,5,11,115,4.829986465,2019
2, , , ,2,2,5,5,1,7,71,178.6283394,2019
2, , , ,2,3,2,4,1,2,21,202.612735,2019
2, , , ,2,2,4,4,2,4,42,461.4971149,2019
2, , , ,2,3,4,1,4,3,34,17.50714507,2019
1,0,0,1,2,2,5,5,2,9,92,97.12594302,2019
2, , , ,2,2,3,1,2,5,52,62.64328363,2019
2, , , ,2,3,3,3,4,3,34,17.76416629,2019
2, , , ,2,2,3,4,2,11,112,50.01282742,2019
2, , , ,2,3,5,4,1,6,61,2212.362532,2019
2, , , ,2,2,3,5,3,4,43,143.4142491,2019
2, , , ,2,2,3,3,3,4,43,159.1949239,2019
1,1,0,1,2,2,4,4,5,3,35,3.311875178,2019
2, , , ,2,2,5,3,1,11,111,214.9483273,2019
1,0,1,0,2,2,5,5,2,8,82,81.01644621,2019
1,0,0,1,2,2,5,5,4,13,134,79.05698011,2019
1,0,1,1,2,2,5,5,4,12,124,3.475550606,2019
1,0,0,1,2,2,5,4,3,3,33,159.7322528,2019
2, , , ,2,3,4,3,1,2,21,202.612735,2019
2, , , ,2,3,4,3,1,13,131,1307.696307,2019
2, , , ,2,3,3,2,2,7,72,52.8389525,2019
1,0,1,0,2,1,3,3,3,7,73,47.79998351,2019
2, , , ,2,2,5,5,3,7,73,47.79998351,2019
2, , , ,2,3,5,5,1,13,131,740.9730204,2019
2, , , ,2,3,4,3,3,6,63,87.13863982,2019
2, , , ,2,2,4,3,4,3,34,17.50714507,2019
2, , , , ,3,1,1,1,2,21,202.612735,2019
2, , , , ,2,4,3,1,13,131,1429.044966,2019
2, , , ,2,3,2,2,1,4,41,3799.029877,2019
2, , , , ,3,2,2,1,2,21,202.612735,2019
1,0,0,1,2,2,3,2,2,7,72,52.8389525,2019
2, , , ,2,3,4,5,1,13,131,809.7321668,2019
2, , , ,2,2,5,2,1,10,101,378.2484627,2019
2, , , ,2,2,5,4,3,7,73,47.79998351,2019
2, , , ,2,3,5,5,1,8,81,54.01620657,2019
2, , , ,2,2,3,3,3,10,103,73.87934953,2019
1,1,0,1,2,2,5,5,5,13,135,1.203823602,2019
2, , , ,2,2,4,4,1,13,131,1429.044966,2019
2, , , ,2,2,1,1,3,3,33,159.7322528,2019
2, , , ,2,2,3,3,1,13,131,1307.696307,2019
2, , , ,2,3,5,4,1,8,81,85.87992796,2019
1,0,0,1,2,2,4,3,3,2,23,76.71655453,2019
2, , , , ,2,2,2,1,4,41,3799.029877,2019
2, , , ,2,2,3,2,3,6,63,87.13863982,2019
2, , , ,2,2,5,5,3,10,103,46.46815968,2019
2, , , ,2,3,5,5,2,2,22,100.4528767,2019
2, , , ,2,3,5,3,2,8,82,79.844258,2019
2, , , ,3,2,2,2,3,7,73,47.79998351,2019
1,0,1,1,2,2,4,4,1,10,101,340.7534482,2019
1,0,0,1,2,1,3,4,2,5,52,55.61706959,2019
2, , , ,2,2,3,4,2,11,112,31.45674759,2019
2, , , ,2,2,4,5,1,13,131,1342.237228,2019
1,1,0,1,2,2,4,3,5,4,45,5.700002703,2019
1,1,0,1,2,2,4,4,5,4,45,5.700002703,2019
2, , , ,2,2,4,4,2,13,132,393.6147416,2019
1,1,0,1,2,2,4,3,4,10,104,9.120365427,2019
2, , , , ,2,2,2,1,6,61,2212.362532,2019
1,0,0,1,2,2,3,3,4,2,24,25.43453735,2019
2, , , ,2,2,5,5,1,13,131,809.7321668,2019
1,0,0,1,2,2,4,3,3,8,83,122.3140331,2019
2, , , ,2,2,3,5,1,9,91,821.8260573,2019
2, , , ,2,2,5,5,1,13,131,810.9545803,2019
1,0,0,1,3,3,3,3,3,11,113,44.22214924,2019
2, , , ,2,2,5,5,2,6,62,478.2345649,2019
2, , , ,2,2,5,3,1,13,131,1364.79796,2019
2, , , ,2,2,4,3,1,13,131,1364.79796,2019
2, , , , ,3,3,3,1,2,21,202.612735,2019
2, , , ,2,2,3,3,3,9,93,54.16309185,2019
2, , , ,2,3,3,3,2,12,122,130.4935467,2019
1,0,0,1,2,3,3,3,4,10,104,9.120365427,2019
2, , , ,3,3,2,2,4,9,94,3.786471566,2019
2, , , ,2,2,3,2,2,13,132,393.6147416,2019
1,0,1,0,4,3,4,3,4,7,74,13.71127054,2019
2, , , ,2,2,5,5,1,7,71,201.1948097,2019
1,0,0,1,2,2,4,3,4,4,44,12.91542128,2019
2, , , ,2,2,4,4,2,1,12,10.37269519,2019
2, , , ,2,2,4,4,3,4,43,90.20377506,2019
2, , , ,2,2,3,3,4,13,134,49.72475257,2019
2, , , ,2,3,3,3,1,8,81,95.32977845,2019
2, , , ,2,2,4,5,4,6,64,4.245849168,2019
2, , , ,2,2,5,3,1,13,131,1345.051351,2019
2, , , ,2,2,4,4,3,9,93,51.94971263,2019
1,0,0,1,4,3,4,4,4,10,104,14.50039489,2019
2, , , ,2,3,5,3,1,11,111,218.1039693,2019
2, , , ,2,3,3,2,5,11,115,4.900895173,2019
2, , , ,2,2,3,3,2,2,22,101.9276186,2019
2, , , , ,2,3,3,1,13,131,774.4956829,2019
1,0,0,1,2,3,3,3,1,10,101,214.3249195,2019
2, , , ,2,2,4,5,2,10,102,117.4938253,2019
2, , , ,2,3,3,2,2,2,22,111.5062705,2019
1,0,1,0,2,3,4,3,4,2,24,25.80794009,2019
2, , , , ,3,3,3,1,2,21,205.587279,2019
2, , , ,2,2,3,3,2,3,32,173.6098184,2019
2, , , ,2,3,3,2,2,11,112,50.01282742,2019
2, , , ,2,3,5,5,4,7,74,8.763846224,2019
2, , , ,2,3,3,3,2,9,92,97.12594302,2019
2, , , ,2,3,3,2,2,5,52,61.73692792,2019
2, , , ,2,3,4,3,4,3,34,18.02878728,2019
2, , , ,2,2,5,5,3,11,113,44.22214924,2019
1,1,0,0,2,2,4,3,5,10,105,4.702961929,2019
2, , , ,2,2,1,4,2,12,122,130.4935467,2019
2, , , ,2,2,3,4,1,4,41,3912.225624,2019
2, , , ,2,3,2,2,1,2,21,208.6497762,2019
2, , , ,2,3,3,3,2,13,132,406.1927093,2019
2, , , ,2,2,5,4,1,4,41,3422.439635,2019
2, , , ,2,2,3,2,1,4,41,3422.439635,2019
1,0,1,1,2,2,3,4,4,4,44,12.91542128,2019
2, , , ,2,3,3,3,2,10,102,134.3083891,2019
1,1,0,1,2,2,4,4,3,10,103,46.46815968,2019
2, , , ,2,2,3,3,3,10,103,82.00870902,2019
1,0,1,0,2,3,3,3,2,10,102,130.4223304,2019
2, , , , ,3,5,5,1,2,21,182.5281394,2019
2, , , ,2,2,5,2,3,3,33,159.7322528,2019
2, , , ,2,2,4,4,2,10,102,130.4223304,2019
2, , , ,2,3,5,4,3,10,103,73.87934953,2019
2, , , ,2,3,3,3,5,13,135,5.190036679,2019
1,0,1,0,2,3,5,4,4,7,74,13.71127054,2019
2, , , ,2,2,4,3,2,12,122,73.94086599,2019
2, , , ,2,2,4,5,5,11,115,4.829986465,2019
2, , , ,3,3,2,2,2,10,102,117.4938253,2019
1,0,0,1,2,2,5,4,2,9,92,97.12594302,2019
2, , , ,2,2,4,4,4,4,44,12.91542128,2019
2, , , ,2,3,2,2,2,10,102,117.4938253,2019
2, , , ,2,3,3,4,4,11,114,13.15412364,2019
2, , , ,2,2,5,4,1,7,71,198.2838182,2019
2, , , ,2,3,4,4,2,8,82,50.21992957,2019
1,0,0,1,2,2,4,4,3,8,83,122.3140331,2019
2, , , ,2,2,4,4,3,8,83,122.3140331,2019
2, , , ,2,3,4,2,2,12,122,73.94086599,2019
2, , , ,2,1,3,2,4,2,24,25.43453735,2019
2, , , ,2,2,2,2,1,12,121,2416.157591,2019
2, , , ,2,2,4,5,4,13,134,82.42529666,2019
2, , , ,2,3,4,5,5,11,115,1.314865957,2019
2, , , ,2,3,5,2,3,4,43,159.1949239,2019
2, , , ,2,2,4,3,1,10,101,389.5187392,2019
2, , , ,2,3,3,3,2,4,42,527.5420551,2019
2, , , , ,3,3,3,1,2,21,208.6497762,2019
2, , , ,2,2,4,4,3,9,93,51.94971263,2019
2, , , ,2,3,4,4,2,6,62,492.4840234,2019
1,1,0,0,2,2,5,4,5,13,135,1.203823602,2019
2, , , ,2,2,4,4,1,11,111,230.7839234,2019
2, , , ,2,3,5,5,3,11,113,44.22214924,2019
1,0,1,1,2,2,4,4,3,4,43,143.4142491,2019
1,0,1,0,2,2,2,2,2,13,132,394.4399907,2019
2, , , ,2,2,3,2,1,10,101,360.4873731,2019
2, , , ,2,3,3,3,4,3,34,17.50714507,2019
2, , , ,2,2,5,5,2,4,42,519.7989552,2019
1,0,1,0,2,2,3,3,4,9,94,3.786471566,2019
2, , , ,2,2,3,2,2,4,42,519.7989552,2019
2, , , ,2,2,3,2,3,4,43,143.4142491,2019
2, , , ,2,2,5,5,2,1,12,9.948814145,2019
1,1,0,0,2,2,4,4,5,4,45,5.700002703,2019
1,0,1,1,2,2,4,3,3,7,73,47.79998351,2019
2, , , ,2,2,4,4,2,1,12,9.948814145,2019
2, , , ,4,3,4,3,4,13,134,82.42529666,2019
2, , , ,2,2,4,3,2,9,92,102.7507608,2019
2, , , ,2,3,3,3,3,13,133,259.8144082,2019
1,0,1,1,2,2,3,3,4,4,44,12.91542128,2019
2, , , ,2,2,4,4,2,7,72,33.28447785,2019
2, , , ,2,2,4,3,2,1,12,6.266988053,2019
2, , , ,2,2,2,3,1,2,21,234.1037242,2019
2, , , ,2,2,2,3,2,2,22,116.0657179,2019
2, , , ,2,2,4,3,3,2,23,90.47592487,2019
2, , , ,2,3,3,3,3,2,23,90.47592487,2019
2, , , ,2,3,3,4,1,2,21,215.2651709,2019
1,0,1,0,2,2,4,3,3,2,23,81.50722719,2019
1,0,0,1,2,2,3,4,3,2,23,81.50722719,2019
1,0,1,0,2,2,4,4,3,2,23,81.50722719,2019
1,0,0,1,2,3,4,2,3,2,23,81.50722719,2019
1,1,0,0,2,2,3,3,3,2,23,81.50722719,2019
2, , , ,2,2,4,5,3,2,23,90.47592487,2019
1,0,0,1,2,2,4,4,3,2,23,81.50722719,2019
2, , , ,2,2,2,2,2,2,22,128.8370802,2019
2, , , ,2,2,3,3,2,2,22,116.0657179,2019
2, , , , ,2,1,1,2,2,22,116.0657179,2019
2, , , ,2,3,4,4,2,2,22,128.8370802,2019
2, , , ,2,2,4,4,2,2,22,73.0022712,2019
2, , , ,2,3,3,3,2,2,22,128.8370802,2019
2, , , ,2,2,4,3,2,2,22,128.8370802,2019
2, , , ,2,2,4,3,2,2,22,116.0657179,2019
2, , , ,2,2,4,2,2,2,22,116.0657179,2019
2, , , ,2,2,2,3,2,2,22,128.8370802,2019
2, , , ,2,2,4,3,2,2,22,128.8370802,2019
2, , , ,2,2,4,3,2,2,22,116.0657179,2019
2, , , ,2,2,3,2,2,2,22,128.8370802,2019
2, , , ,2,2,4,2,2,2,22,116.0657179,2019
2, , , ,2,2,4,3,2,2,22,73.0022712,2019
2, , , ,2,2,3,2,2,2,22,116.0657179,2019
2, , , ,2,2,4,2,2,2,22,116.0657179,2019
2, , , , ,3,2,3,2,2,22,128.8370802,2019
2, , , ,2,2,2,2,3,6,63,78.50076054,2019
2, , , ,2,3,2,2,1,12,121,2416.157591,2019
1,1,0,0,2,2,5,5,4,6,64,4.372358325,2019
2, , , ,2,2,2,4,4,3,34,17.50714507,2019
2, , , , ,3,3,2,1,6,61,2245.318628,2019
2, , , ,2,2,2,2,2,2,22,103.4459667,2019
2, , , ,2,3,5,4,1,8,81,96.72930855,2019
2, , , ,2,3,3,3,1,9,91,834.0682544,2019
2, , , ,2,2,5,4,1,1,11,21.27791802,2019
2, , , ,2,2,3,3,2,1,12,6.350755784,2019
1,0,0,1,2,2,4,4,1,6,61,2245.318628,2019
2, , , , ,3,3,3,1,2,21,205.587279,2019
2, , , ,2,2,2,3,4,1,14,1.414929159,2019
2, , , ,2,2,4,2,1,3,31,476.0592836,2019
2, , , , ,3,2,1,1,6,61,2212.362532,2019
2, , , ,2,3,3,3,2,11,112,50.74706239,2019
2, , , ,2,3,3,5,2,3,32,176.1959686,2019
2, , , ,2,2,5,5,4,9,94,2.381590613,2019
2, , , ,2,3,3,3,1,12,121,2416.157591,2019
2, , , ,2,2,3,3,5,3,35,3.360496596,2019
2, , , ,2,3,5,4,3,5,53,49.21624453,2019
2, , , ,2,2,4,3,1,2,21,182.5281394,2019
2, , , ,2,2,3,3,4,5,54,14.42693906,2019
2, , , ,2,2,3,3,2,2,22,101.9276186,2019
2, , , ,2,2,4,4,1,2,21,202.612735,2019
2, , , ,2,2,4,3,3,4,43,143.4142491,2019
2, , , ,2,2,4,4,4,7,74,13.91256478,2019
2, , , ,2,2,4,4,1,2,21,202.612735,2019
2, , , ,2,2,3,3,2,3,32,192.7130812,2019
2, , , ,2,2,3,3,5,11,115,4.829986465,2019
2, , , ,2,2,3,3,5,13,135,8.603166247,2019
2, , , , ,3,2,2,1,2,21,205.587279,2019
2, , , , ,3,3,3,1,1,11,12.64793306,2019
2, , , ,2,2,2,3,1,8,81,54.80921488,2019
1,1,0,1,2,2,3,3,5,5,55,3.470472461,2019
2, , , ,2,3,2,1,1,2,21,205.587279,2019
1,1,0,1,2,1,4,4,5,5,55,3.470472461,2019
2, , , , ,2,3,3,1,2,21,205.587279,2019
2, , , ,2,3,3,4,2,9,92,101.2641092,2019
1,0,0,1,3,3,4,4,4,13,134,49.72475257,2019
2, , , ,2,2,3,3,4,8,84,12.25910528,2019
2, , , ,2,2,2,2,1,12,121,2451.629039,2019
2, , , ,2,3,2,2,1,6,61,2212.362532,2019
2, , , ,2,2,3,3,4,9,94,3.786471566,2019
2, , , ,2,2,3,3,1,11,111,242.1031732,2019
2, , , ,2,3,3,3,3,8,83,122.3140331,2019
2, , , , ,3,2,2,1,2,21,205.587279,2019
2, , , ,2,3,5,5,3,10,103,73.87934953,2019
2, , , ,2,3,4,4,4,4,44,12.91542128,2019
1,0,0,1,4,3,5,4,4,13,134,49.72475257,2019
1,0,0,1,2,3,4,2,4,13,134,49.72475257,2019
2, , , ,2,2,5,4,1,2,21,202.612735,2019
2, , , ,2,3,3,3,4,2,24,28.64773259,2019
2, , , ,2,3,4,3,2,9,92,97.12594302,2019
1,1,0,1,2,2,3,3,5,3,35,3.311875178,2019
2, , , ,2,3,3,3,1,12,121,2488.149329,2019
1,0,1,0,2,3,3,3,3,5,53,49.21624453,2019
2, , , ,2,2,4,4,3,3,33,162.0772713,2019
2, , , ,2,2,4,4,4,8,84,12.25910528,2019
2, , , ,2,3,4,4,2,9,92,97.12594302,2019
1,0,1,0,2,3,3,3,4,3,34,17.50714507,2019
1,0,0,1,3,2,4,4,3,3,33,159.7322528,2019
2, , , ,2,2,5,3,3,7,73,47.79998351,2019
2, , , ,2,3,3,3,1,9,91,729.6481662,2019
2, , , ,2,2,3,2,3,11,113,44.22214924,2019
2, , , ,2,3,4,3,2,5,52,61.73692792,2019
1,0,1,0,2,2,4,4,5,7,75,2.806961405,2019
1,0,1,0,2,2,4,4,4,11,114,13.15412364,2019
1,1,0,0,2,2,5,5,5,7,75,4.456038067,2019
2, , , ,2,2,4,4,3,4,43,159.1949239,2019
1,1,0,1,2,2,3,3,4,12,124,3.475550606,2019
2, , , ,2,3,3,1,4,4,44,12.91542128,2019
1,0,0,1,2,3,4,3,2,3,32,166.3461737,2019
2, , , ,2,3,3,5,2,8,82,79.844258,2019
2, , , ,2,2,5,5,2,7,72,52.8389525,2019
1,0,1,0,4,2,3,3,2,12,122,130.4935467,2019
2, , , ,2,3,3,3,1,3,31,456.1414844,2019
2, , , ,2,3,3,2,4,3,34,17.50714507,2019
1,1,0,0,2,2,4,3,3,10,103,73.87934953,2019
1,0,0,1,2,2,3,3,2,13,132,223.4994391,2019
2, , , , ,3,1,1,1,2,21,196.9857324,2019
2, , , ,2,2,4,3,3,12,123,49.55651552,2019
1,1,0,1,2,1,4,4,5,10,105,3.298719175,2019
2, , , ,2,2,4,3,2,10,102,130.4223304,2019
2, , , ,2,3,4,3,1,2,21,202.612735,2019
2, , , ,2,2,4,3,3,3,33,155.2961357,2019
2, , , ,2,2,3,3,1,10,101,378.2484627,2019
1,0,0,1,2,3,3,3,2,9,92,101.2641092,2019
1,0,0,1,2,3,4,3,3,9,93,54.16309185,2019
2, , , , ,3,3,3,1,6,61,2212.362532,2019
2, , , ,2,3,3,3,2,10,102,117.4938253,2019
2, , , ,2,2,3,3,1,2,21,202.612735,2019
2, , , ,2,2,5,4,2,4,42,512.2782327,2019
2, , , ,2,3,4,2,3,13,133,259.8144082,2019
2, , , ,2,3,5,5,2,2,22,111.5062705,2019
2, , , ,2,3,5,3,3,5,53,49.21624453,2019
2, , , ,2,3,4,4,4,11,114,13.15412364,2019
2, , , ,2,3,3,3,2,11,112,50.01282742,2019
2, , , ,2,3,4,3,2,5,52,55.61706959,2019
2, , , ,2,2,4,3,2,11,112,50.01282742,2019
2, , , ,2,2,5,5,1,13,131,1307.696307,2019
2, , , ,2,3,3,3,2,3,32,171.097941,2019
2, , , ,3,2,3,4,3,7,73,53.05968399,2019
2, , , ,2,3,5,4,1,13,131,1429.044966,2019
1,0,0,1,4,3,4,3,2,8,82,50.21992957,2019
1,1,0,1,2,2,5,5,5,10,105,4.702961929,2019
2, , , ,2,2,5,5,2,13,132,419.8792882,2019
1,0,1,1,2,2,4,4,4,9,94,2.381590613,2019
1,0,1,1,2,1,3,3,2,2,22,100.4528767,2019
2, , , ,2,2,3,3,3,13,133,280.3936514,2019
2, , , ,2,3,5,2,2,7,72,52.8389525,2019
2, , , ,2,2,3,2,4,13,134,49.72475257,2019
2, , , ,2,2,4,5,3,13,133,276.0388827,2019
2, , , ,2,2,5,5,1,10,101,378.2484627,2019
2, , , ,2,3,3,3,1,3,31,476.0592836,2019
2, , , ,2,3,5,4,1,8,81,87.14072544,2019
2, , , ,2,3,3,3,4,3,34,19.71885721,2019
2, , , , ,3,3,3,1,6,61,2212.362532,2019
2, , , ,2,2,4,5,1,1,11,20.40839414,2019
2, , , ,2,2,4,4,1,1,11,12.83634092,2019
2, , , , ,3,4,4,2,1,12,10.09701502,2019
2, , , ,2,3,3,3,2,1,12,6.350755784,2019
